comparison	region_chr	region_start	region_end	max_xpclr	n_merged_windows	gene_chr	gene_start	gene_end	strand	Gene	Description
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5301264	5307679	+	Sobic.001G069000	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5309030	5314295	-	Sobic.001G069100	
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5312342	5318508	-	Sobic.001G069150	
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5316529	5321567	+	Sobic.001G069200	-
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5317922	5325646	-	Sobic.001G069300	Pentatricopeptide repeat domain
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5322159	5330586	-	Sobic.001G069400	Protein of unknown function, DUF573
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5328322	5335664	+	Sobic.001G069500	Hydrolyzes ATP, and can also hydrolyze GTP with lower efficiency. Has lower affinity for GTP
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5334396	5341028	+	Sobic.001G069600	AdoMet dependent proline di-methyltransferase
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5337496	5345025	-	Sobic.001G069700	Belongs to the sterol desaturase family
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5341124	5348994	-	Sobic.001G069800	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5347699	5356441	-	Sobic.001G069900	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5354993	5362776	+	Sobic.001G070000	Belongs to the actin-binding proteins ADF family
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5358894	5363598	-	Sobic.001G070100	Auxin responsive protein
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5363159	5367917	+	Sobic.001G070201	cellular macromolecule catabolic process
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5365639	5370687	-	Sobic.001G070300	-
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5405022	5409856	+	Sobic.001G070402	
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5419075	5425637	+	Sobic.001G070500	Photosystem I reaction center subunit III
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5422583	5433026	+	Sobic.001G070600	FAR1 DNA-binding domain
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5428912	5437398	-	Sobic.001G070700	Belongs to the glycosyltransferase 8 family
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5697681	5711182	-	Sobic.001G074100	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5709301	5714659	-	Sobic.001G074150	
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5714504	5723142	+	Sobic.001G074200	Protein kinase domain
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5723896	5729874	+	Sobic.001G074300	40S ribosomal protein S29
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5728145	5732795	+	Sobic.001G074350	
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5729208	5736939	+	Sobic.001G074400	Protein of unknown function (DUF1005)
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5739866	5744455	+	Sobic.001G074500	
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5740730	5745688	+	Sobic.001G074601	-
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5741915	5748892	-	Sobic.001G074700	Belongs to the cytochrome c oxidase subunit 6A family
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5748026	5754152	+	Sobic.001G074800	Lectin-domain containing receptor kinase
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5750196	5756549	-	Sobic.001G074900	Lectin-domain containing receptor kinase
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5755097	5761736	-	Sobic.001G075000	Legume lectin domain
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5761797	5776227	-	Sobic.001G075101	sequence-specific DNA binding
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5777502	5790092	-	Sobic.001G075201	
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5780192	5786137	+	Sobic.001G075300	Myb-like DNA-binding domain
breeding_improved_vs_landrace	1	6235001	6280000	184.7763556	2	1	6231933	6239536	-	Sobic.001G080200	Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily
breeding_improved_vs_landrace	1	6235001	6280000	184.7763556	2	1	6240424	6246061	-	Sobic.001G080300	Removal of H(2)O(2), oxidation of toxic reductants, biosynthesis and degradation of lignin, suberization, auxin catabolism, response to environmental stresses such as wounding, pathogen attack and oxidative stress
breeding_improved_vs_landrace	1	6235001	6280000	184.7763556	2	1	6267408	6272717	-	Sobic.001G080450	
breeding_improved_vs_landrace	1	6235001	6280000	184.7763556	2	1	6274851	6280597	+	Sobic.001G080600	expressed protein
breeding_improved_vs_landrace	1	6235001	6280000	184.7763556	2	1	6278694	6290250	+	Sobic.001G080700	Belongs to the protein kinase superfamily
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6325267	6335650	+	Sobic.001G081200	TAF6 C-terminal HEAT repeat domain
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6331555	6339222	-	Sobic.001G081300	Pentacotripeptide-repeat region of PRORP
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6335311	6344370	+	Sobic.001G081400	arginine n-methyltransferase
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6342139	6347579	-	Sobic.001G081475	
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6345686	6350853	+	Sobic.001G081500	amino acid transport
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6348743	6355727	+	Sobic.001G081600	protein serine/threonine phosphatase activity
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6351987	6358852	+	Sobic.001G081700	SWI complex, BAF60b domains
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6357799	6362710	+	Sobic.001G081800	Gibberellin regulated protein
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6359372	6367262	-	Sobic.001G081900	Semialdehyde dehydrogenase, dimerisation domain
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6365467	6375688	+	Sobic.001G082000	ZPR1 zinc-finger domain
breeding_improved_vs_landrace	1	6635001	6665000	360.4407725	2	1	6630650	6637695	+	Sobic.001G085100	Predicted membrane protein
breeding_improved_vs_landrace	1	6635001	6665000	360.4407725	2	1	6635164	6642081	+	Sobic.001G085200	X8 domain
breeding_improved_vs_landrace	1	6635001	6665000	360.4407725	2	1	6640952	6650197	+	Sobic.001G085300	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
breeding_improved_vs_landrace	1	6635001	6665000	360.4407725	2	1	6647839	6653783	-	Sobic.001G085400	Ribosomal protein L13
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6913172	6924314	+	Sobic.001G088100	Transcriptional adapter
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6922890	6930025	+	Sobic.001G088200	SMP-30/Gluconolaconase/LRE-like region
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6927871	6933109	-	Sobic.001G088300	
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6929712	6943547	-	Sobic.001G088400	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6940915	6947385	-	Sobic.001G088450	
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6944726	6952013	+	Sobic.001G088500	Tetratricopeptide repeat protein 4 homolog
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7010496	7021185	+	Sobic.001G089600	Helicase associated domain (HA2)  Add an annotation
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7022524	7036247	+	Sobic.001G089800	Belongs to the NARF family
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7025273	7032628	-	Sobic.001G089850	
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7025995	7030523	-	Sobic.001G089900	manganese ion binding
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7035740	7041365	-	Sobic.001G089950	
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7037961	7043901	-	Sobic.001G090000	-
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7039428	7048307	-	Sobic.001G090100	Protein kinase domain
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7049041	7055364	+	Sobic.001G090200	photosynthetic electron transport in photosystem I
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7051271	7062544	-	Sobic.001G090300	AAA domain
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7061749	7070320	-	Sobic.001G090400	Inhibitor of growth proteins N-terminal histone-binding
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7067608	7075856	-	Sobic.001G090500	YT521-B-like domain
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7076395	7080715	-	Sobic.001G090550	
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7077501	7091538	-	Sobic.001G090600	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7089209	7094412	+	Sobic.001G090700	Photosystem II Pbs27
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7090369	7104077	-	Sobic.001G090800	TPL-binding domain in jasmonate signalling
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7116123	7121070	+	Sobic.001G090900	Seed maturation protein
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7117684	7122954	+	Sobic.001G091000	Seed maturation protein
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7125428	7132796	-	Sobic.001G091300	Mitochondrial biogenesis AIM24
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7143630	7154258	+	Sobic.001G091400	PHD - plant homeodomain finger protein
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7150802	7156692	-	Sobic.001G091500	-
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7155890	7160795	-	Sobic.001G091600	Protein of unknown function (DUF1677)
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7162609	7168410	+	Sobic.001G091702	Ribosomal protein S27
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7165643	7172306	-	Sobic.001G091801	Ribosomal protein S27
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7168539	7176027	+	Sobic.001G091900	Required for the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA. In the complex, it is required to stabilize and induce conformational changes of the catalytic subunit
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7178326	7184087	+	Sobic.001G092000	-
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7180945	7188576	-	Sobic.001G092100	Autophagy protein 16 (ATG16)
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7184575	7197388	+	Sobic.001G092200	helicase superfamily c-terminal domain
breeding_improved_vs_landrace	1	7460001	7485000	241.2649985	1	1	7458228	7464631	-	Sobic.001G096100	At4g28440-like
breeding_improved_vs_landrace	1	7460001	7485000	241.2649985	1	1	7460729	7466710	+	Sobic.001G096200	Ribosomal protein S10p/S20e
breeding_improved_vs_landrace	1	7460001	7485000	241.2649985	1	1	7463132	7471643	-	Sobic.001G096300	Deoxyhypusine synthase
breeding_improved_vs_landrace	1	7460001	7485000	241.2649985	1	1	7475425	7480613	-	Sobic.001G096400	Domain of unknown function (DUF4228)
breeding_improved_vs_landrace	1	7690001	7715000	211.8786185	1	1	7687417	7693675	-	Sobic.001G099700	Belongs to the glycosyl hydrolase 32 family
breeding_improved_vs_landrace	1	7690001	7715000	211.8786185	1	1	7697957	7705106	+	Sobic.001G099800	Alba
breeding_improved_vs_landrace	1	7690001	7715000	211.8786185	1	1	7703905	7713949	-	Sobic.001G099900	WD40 repeats
breeding_improved_vs_landrace	1	7690001	7715000	211.8786185	1	1	7712858	7722949	+	Sobic.001G100000	This protein plays a role in synthesis of starch. It catalyzes the synthesis of the activated glycosyl donor, ADP- glucose from Glc-1-P and ATP
breeding_improved_vs_landrace	1	7760001	7785000	349.3810637	1	1	7748324	7762621	-	Sobic.001G100900	Trypsin-like peptidase domain
breeding_improved_vs_landrace	1	7760001	7785000	349.3810637	1	1	7778087	7789394	+	Sobic.001G101000	Trypsin-like peptidase domain
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8561260	8570918	+	Sobic.001G109300	Belongs to the CAP family
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8564497	8573684	-	Sobic.001G109400	Belongs to the glycosyl hydrolase 17 family
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8569922	8576737	+	Sobic.001G109500	F-box-like
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8575519	8586330	-	Sobic.001G109700	SNF2 family N-terminal domain
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8586080	8595925	-	Sobic.001G109800	SWIRM-associated region 1
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8594535	8599846	+	Sobic.001G109900	Hyccin
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8598058	8602848	-	Sobic.001G110000	Histone H2A
breeding_improved_vs_landrace	1	8640001	8670000	347.5913273	2	1	8634878	8661354	-	Sobic.001G110600	Translational activator
breeding_improved_vs_landrace	1	8640001	8670000	347.5913273	2	1	8662789	8670241	+	Sobic.001G110701	
breeding_improved_vs_landrace	1	8640001	8670000	347.5913273	2	1	8669477	8675810	+	Sobic.001G110800	
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8753998	8765522	+	Sobic.001G111340	Regulatory photoreceptor which exists in two forms that are reversibly interconvertible by light the Pr form that absorbs maximally in the red region of the spectrum and the Pfr form that absorbs maximally in the far-red region
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8776553	8787783	+	Sobic.001G111420	Regulatory photoreceptor which exists in two forms that are reversibly interconvertible by light the Pr form that absorbs maximally in the red region of the spectrum and the Pfr form that absorbs maximally in the far-red region
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8800170	8811576	+	Sobic.001G111460	Regulatory photoreceptor which exists in two forms that are reversibly interconvertible by light the Pr form that absorbs maximally in the red region of the spectrum and the Pfr form that absorbs maximally in the far-red region
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8822845	8833886	+	Sobic.001G111500	Regulatory photoreceptor which exists in two forms that are reversibly interconvertible by light the Pr form that absorbs maximally in the red region of the spectrum and the Pfr form that absorbs maximally in the far-red region
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8838239	8849530	+	Sobic.001G111600	Protein kinase domain
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8851198	8859372	+	Sobic.001G111700	Serine aminopeptidase, S33
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8857651	8870197	+	Sobic.001G111800	Dak2
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8872306	8877185	-	Sobic.001G111900	
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8873701	8886454	+	Sobic.001G112000	Dak2
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8887372	8897040	+	Sobic.001G112100	Microtubule associated protein (MAP65/ASE1 family)
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8893296	8898490	-	Sobic.001G112200	Hydrophobic seed protein
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8909905	8915850	-	Sobic.001G112250	
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8912689	8919349	+	Sobic.001G112300	Calcium-binding protein
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8916397	8921395	-	Sobic.001G112350	
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8918125	8927101	+	Sobic.001G112400	Cytochrome c oxidase assembly protein CtaG/Cox11
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8926826	8932592	-	Sobic.001G112500	ZF-HD protein dimerisation region
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8950019	8956645	-	Sobic.001G112600	Belongs to the actin family
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8954520	8962868	+	Sobic.001G112700	Glutamine amidotransferase class-I
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8961193	8967281	-	Sobic.001G112800	
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8963458	8970351	-	Sobic.001G112900	Protein of unknown function (DUF760)
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8968690	8979967	+	Sobic.001G113000	tRNA synthetases class II (D, K and N)
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8979687	8991627	-	Sobic.001G113200	CHASE domain
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9044490	9059933	+	Sobic.001G114000	Vacuolar sorting protein 39 domain 1
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9056838	9062452	-	Sobic.001G114100	Putative S-adenosyl-L-methionine-dependent methyltransferase
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9059047	9069381	-	Sobic.001G114200	Eukaryotic membrane protein family
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9065480	9070672	-	Sobic.001G114300	
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9067168	9077606	+	Sobic.001G114400	CobB/CobQ-like glutamine amidotransferase domain
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9074178	9082814	-	Sobic.001G114500	Conserved hypothetical ATP binding protein
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9081812	9087410	-	Sobic.001G114550	late embryogenesis abundant protein
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9083723	9088971	-	Sobic.001G114600	late embryogenesis abundant protein
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9087296	9093857	-	Sobic.001G114650	protein desumoylation
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9089981	9094818	-	Sobic.001G114700	
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9093097	9098473	-	Sobic.001G114800	
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9095744	9100712	-	Sobic.001G114900	-
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9099518	9104355	-	Sobic.001G115050	
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9100843	9108524	-	Sobic.001G115250	-
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9107232	9116074	+	Sobic.001G115300	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9122560	9127766	-	Sobic.001G115400	Protein kinase domain
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9257559	9263884	-	Sobic.001G117400	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9262085	9267364	+	Sobic.001G117500	Domain in histone families 1 and 5
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9264750	9272435	-	Sobic.001G117600	PPR repeat
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9268215	9275002	-	Sobic.001G117701	
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9273332	9282565	-	Sobic.001G117800	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9278722	9291467	+	Sobic.001G117900	Belongs to the protein kinase superfamily
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9294189	9318145	+	Sobic.001G118000	Belongs to the PI3 PI4-kinase family
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9314197	9318502	-	Sobic.001G118050	
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9314865	9324191	-	Sobic.001G118100	CCT motif
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9320284	9333222	-	Sobic.001G118200	CASP C terminal
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9333690	9340060	+	Sobic.001G118300	Glycolipid transfer protein (GLTP)
breeding_improved_vs_landrace	1	9785001	9810000	223.8814871	1	1	9776200	9786245	+	Sobic.001G122832	Kinase-like
breeding_improved_vs_landrace	1	9785001	9810000	223.8814871	1	1	9784544	9794195	+	Sobic.001G122900	-
breeding_improved_vs_landrace	1	9785001	9810000	223.8814871	1	1	9794478	9803976	+	Sobic.001G123000	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
breeding_improved_vs_landrace	1	9785001	9810000	223.8814871	1	1	9800248	9809091	+	Sobic.001G123100	Belongs to the glycosyl hydrolase 1 family
breeding_improved_vs_landrace	1	9785001	9810000	223.8814871	1	1	9805485	9813323	+	Sobic.001G123202	Belongs to the glycosyl hydrolase 1 family
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9910849	9920073	+	Sobic.001G124200	Ethylene receptor
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9915430	9923591	+	Sobic.001G124300	-
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9920737	9925708	+	Sobic.001G124400	Eukaryotic protein of unknown function (DUF1764)
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9922668	9928079	+	Sobic.001G124500	GNS1/SUR4 family
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9925779	9929949	-	Sobic.001G124600	-
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9927810	9935456	-	Sobic.001G124701	PPR repeat family
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9931744	9938170	-	Sobic.001G124800	-
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9936405	9941125	-	Sobic.001G124900	
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9942291	9950226	-	Sobic.001G125000	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10055440	10066136	-	Sobic.001G126600	Required for maturation of ribosomal RNAs and formation of the large ribosomal subunit
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10069031	10076822	+	Sobic.001G126800	WD domain, G-beta repeat
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10073742	10078814	+	Sobic.001G126900	May have a structural role to stabilize the lipid body during desiccation of the seed by preventing coalescence of the oil. Probably interacts with both lipid and phospholipid moieties of lipid bodies. May also provide recognition signals for specific lipase anchorage in lipolysis during seedling growth
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10081129	10089223	+	Sobic.001G127000	Ceramidase
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10091947	10100247	+	Sobic.001G127100	Ceramidase
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10097712	10105575	-	Sobic.001G127200	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10111363	10118871	-	Sobic.001G127400	Belongs to the yippee family
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10118238	10127340	+	Sobic.001G127500	ABC1 family
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10137501	10142962	-	Sobic.001G127600	C2H2-type zinc finger
